docs,validdate,text
BayVwV288117.html,30.06.2021,"
    
    7072.1-WRichtlinie zur Durchführung des bayerischen regionalen Förderprogramms für die gewerbliche Wirtschaft Bekanntmachung des Bayerischen Staatsministeriums für Wirtschaft und Medien, Energie und Technologievom 1. Juli 2014, Az. III/2-3541/191/3(AllMBl. S. 376)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Wirtschaft und Medien, Energie und Technologie über die Richtlinie zur Durchführung des bayerischen regionalen Förderprogramms für die gewerbliche Wirtschaft vom 1. Juli 2014 (AllMBl. S. 376), die zuletzt durch Bekanntmachung vom 8. Juni 2021 (BayMBl. Nr. 428) geändert worden ist
    
      Der Freistaat Bayern kann für gewerbliche, regionalwirtschaftlich bedeutsame Vorhaben in den Bereichen Industrie, Handwerk, Tourismus und sonstige Dienstleistungen Zuwendungen gewähren. Die Förderung richtet sich nach den allgemeinen haushaltsrechtlichen Bestimmungen (insbesondere Art. 23, 44 der Bayerischen Haushaltsordnung), den Art. 48, 49 und 49a des Bayerischen Verwaltungsverfahrensgesetzes und den Allgemeinen Verwaltungsvorschriften für die Gewährung von Zuwendungen an die gewerbliche Wirtschaft (AVG) in der jeweils gültigen Fassung.
      Die Förderrichtlinie beruht auf den Art. 1 bis 12, 17 sowie 57 bis 59 der Verordnung (EU) Nr. 651/2014 der Kommission vom 17. Juni 2014 zur Feststellung der Vereinbarkeit bestimmter Gruppen von Beihilfen mit dem Binnenmarkt in Anwendung der Artikel 107 und 108 des Vertrags über die Arbeitsweise der Europäischen Union (Allgemeine Gruppenfreistellungsverordnung – AGVO) (ABl L 187 vom 26. Juni 2014, S. 1). Zuwendungen, die nach dieser Richtlinie gewährt werden, müssen sämtliche Freistellungsvoraussetzungen der AGVO erfüllen. Insbesondere sind die Veröffentlichungs- und Informationspflichten nach Art. 9 AGVO sowie die Berichterstattungs- und Nachweispflichten nach Art. 11 und 12 AGVO zu gewährleisten.
      Die Förderung erfolgt ohne Rechtsanspruch im Rahmen der verfügbaren Haushaltsmittel.
    
    
    
    
    
  
"
BayVwV294820.html,01.05.2020,"
    
  
  
  
    
      
      
        2126.8.2-FRichtlinien zur Regelung der Absicherung von Förderleistungen nach dem Bayerischen Krankenhausgesetz (Absicherungsrichtlinien – AbR)
        
					
					Bekanntmachung des Bayerischen Staatsministeriums der Finanzen, für Landesentwicklung und Heimatvom 21. Januar 2015, Az. 62-FV 6800.9-1/1/7
        (FMBl. S. 53)
        Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Finanzen, für Landesentwicklung und Heimat über die Richtlinien zur Regelung der Absicherung von Förderleistungen nach dem Bayerischen Krankenhausgesetz (Absicherungsrichtlinien – AbR) vom 21. Januar 2015 (FMBl. S. 53), die durch Bekanntmachung vom 25. März 2020 (BayMBl. Nr. 183) geändert worden ist
        
          
			Krankenhausfördermittel dürfen gemäß Art. 18 Abs. 1 Satz 1 BayKrG nur dem Förderzweck entsprechend verwendet werden. Vom Krankenhausträger kann gemäß Art. 18 Abs. 3 BayKrG verlangt werden, dass er für einen möglichen Erstattungsanspruch vor Auszahlung oder Übertragung der Fördermittel in geeigneter Weise, in der Regel durch Bestellung von Grundpfandrechten, Sicherheit leistet. Insbesondere in den Fällen einer zweckwidrigen Verwendung von Fördermitteln kann der Krankenhausträger gemäß Art. 19 BayKrG, Art. 48, 49 BayVwVfG verpflichtet werden, Fördermittel zurückzuerstatten. Die Absicherung eines möglichen Erstattungsanspruchs des Freistaat Bayern erfolgt durch das Landesamt für Finanzen – Staatsschuldenverwaltung – nach den folgenden Bestimmungen:
		
    
  

"
BayVwV96453.html,20.11.1975,"
    
  
  
  
    
      
      
        
				Einladung und Information von Abgeordneten
        
					
					
				
        
					MABl. 1975 S. 1057
        
          
			
				1100-I
			
			 
			
				Einladung und Information von Abgeordneten
			
			 
			
				Bekanntmachung des Bayerischen Staatsministeriums 
			
			
				des Innern
			
			 
			
				vom 4. November 1975 Az.: IA1-110/1
			
			 
			 
			Im Interesse einer einheitlichen Praxis ist bei der Einladung und Information von Abgeordneten durch staatliche Behörden davon auszugehen, dass alle Abgeordneten ohne Rücksicht auf die Art ihrer Wahl gleiche Rechte und Pflichten und gleichen Anspruch auf Information haben und es daher nicht gerechtfertigt ist, generell zwischen direkt und über die Liste gewählten Abgeordneten zu unterscheiden und eine entsprechende Beteiligungspraxis zu verfolgen.
			 
			
				
					
									EAPl 00-004
								
								
									MABl 1975 S. 1057
								
							
				
			
			 
		
    
  

"
BayVwV96520.html,04.08.1997,"
    
  
  
  
    
      
      
        2011-I15-Punkte-Programm der Bayerischen Staatsregierung zur Inneren Sicherheit; Entlastung der Polizei von sachfremden Tätigkeiten
        
					Gemeinsame Bekanntmachung der Bayerischen Staatsministerien des Innern, der Justiz, für Unterricht, Kultus, Wissenschaft und Kunst, der Finanzen, für Wirtschaft, Verkehr und Technologie, für Arbeit und Sozialordnung, Familie, Frauen und Gesundheitvom 20. Februar 1995, Az. IC5-2905.2/1
        (AllMBl. S. 231)
        Zitiervorschlag: Gemeinsame Bekanntmachung der Bayerischen Staatsministerien des Innern, der Justiz, für Unterricht, Kultus, Wissenschaft und Kunst, der Finanzen, für Wirtschaft, Verkehr und Technologie, für Arbeit und Sozialordnung, Familie, Frauen und Gesundheit über das 15-Punkte-Programm der Bayerischen Staatsregierung zur Inneren Sicherheit; Entlastung der Polizei von sachfremden Tätigkeiten vom 20. Februar 1995 (AllMBl. S. 231), die durch Bekanntmachung vom 2. Juli 1997 (AllMBl. S. 491) geändert worden ist
        
          
			
				
					
									An      
								
								
									die Regierungen
								
							
									 
								
								
									alle Dienststellen der Bayerischen Landespolizei
								
							
									 
								
								
									das Präsidium der Bayerischen Grenzpolizei
								
							
									 
								
								
									das Präsidium der Bayerischen Bereitschaftspolizei
								
							
									 
								
								
									das Bayerische Landeskriminalamt
								
							
									 
								
								
									das Bayerische Polizeiverwaltungsamt
								
							
									 
								
								
									die Bayerische Beamtenfachhochschule – Fachbereich Polizei
								
							
				
			
			 
			Die Gemeinsame Bekanntmachung zur Nummer 13 des „15-Punkte-Programms“ erhält folgende Fassung:
			Die Staatsregierung hat am 14.01.1994 im Rahmen des 15-Punkte-Programms zur Stärkung der Inneren Sicherheit beschlossen, die Polizei von Tätigkeiten zu entlasten, die privatisiert oder sonst ohne die Mitwirkung der Polizei von den originär zuständigen staatlichen oder kommunalen Institutionen erledigt werden können.
			Die Polizei wird in diesen Fällen nur noch tätig, wenn konkrete Gefährdungserkenntnisse vorliegen, Widerstandshandlungen zu erwarten sind oder sonst Anhaltspunkte für die Notwendigkeit unmittelbarer Zwangsmaßnahmen bestehen.
			Im Einzelnen wird Folgendes bestimmt:
		
    
  

"
BayVwV96713.html,19.01.1961,"
    
  
  
  
    
      
      
        
				Allgemeiner Auftrag an die Verwaltungen zur Durchführung von Prüfungen nach Art. 114 Abs. 1 Satz 2 BayBG
        
					
					
				
        
					StAnz. 1961 S. 6
        
          
			2030.11-F
			
				Allgemeiner Auftrag an die Verwaltungen zur Durchführung von 
			
			
				Prüfungen nach Art. 114 Abs. 1 Satz 2 BayBG
			
			
				Bekanntmachung des Bayerischen Landespersonalausschusses
			
			
				vom 19. Januar 1961
			
			
				Az.: II 1474 - 6
			
			 
			Der Bayerische Landespersonalausschuss hat Folgendes beschlossen:
			 
			1. Gemäß Art. 114 Abs. 1 Satz 2 BayBG (GVBl 1960 S. 161) überträgt der Landespersonalausschuss die Durchführung der Prüfungen, soweit sie nicht von der Geschäftsstelle durchgeführt werden, hiermit allgemein auf alle Verwaltungen und Stellen, die nach den jeweils geltenden Prüfungsbestimmungen Einstellungs-, Anstellungs- oder Aufstiegsprüfungen (Art. 115 Abs. 1 BayBG) abzunehmen haben. Damit entfällt die in den Prüfungsordnungen vorgesehene Verpflichtung, für jede Prüfung die Ermächtigung zur Durchführung und die Bestellung der Prüfungsausschüsse beim Landespersonalausschuss zu beantragen.
			 
			2. Im Hinblick auf die in Art. 109 Abs. 1 Nr. 3 BayBG dem Landespersonalausschuss übertragene Aufsicht über die Prüfungen sind ihm jedoch rechtzeitig vor Beginn der Prüfung die Prüfungstermine und die Zusammensetzung der Prüfungsausschüsse und spätestens zwei Monate nach Abschluss des Prüfungsverfahrens die Ergebnisse der Prüfungen mitzuteilen.
			 
			 
			Der Stellvertreter des Vorsitzenden
			Rüth
			Ministerialdirigent
		
    
  

"
BayVwV96886.html,26.11.1990,"
    
    2130.0-FRichtlinien zur Umlegung und Grenzregelung nach dem Baugesetzbuch (BauGB) bei Übertragung der Befugnis der Gemeinde zur Durchführung auf die Flurbereinigungsdirektion oder das staatliche Vermessungsamt (Richtlinien für Umlegung und Grenzregelung – RUG) Gemeinsame Bekanntmachung der Bayerischen Staatsministerien der Finanzen und für Ernährung, Landwirtschaft und Forsten vom 26. November 1990, Nr. 74 – Vm 1521 – 66 590 und Nr. N 4a – 7579 – 11(FMBl. S. 386)(AllMBl. 1991 S. 18)
    Vollzitat nach RedR: Gemeinsame Bekanntmachung der Bayerischen Staatsministerien der Finanzen und für Ernährung, Landwirtschaft und Forsten über die Richtlinien zur Umlegung und Grenzregelung nach dem Baugesetzbuch (BauGB) bei Übertragung der Befugnis der Gemeinde zur Durchführung auf die Flurbereinigungsdirektion oder das staatliche Vermessungsamt (Richtlinien für Umlegung und Grenzregelung – RUG) vom 26. November 1990 (FMBl. S. 386, AllMBl. 1991 S. 18)
    
    
    
    
    
    
    
  
"
BayVwV97243.html,01.06.2015,"
    
  
  
  
    
      
      
        7070-WAllgemeine Verwaltungsvorschriften für die Gewährung von Zuwendungen an die gewerbliche Wirtschaft (AVG)
        
					
					Bekanntmachung des Bayerischen Staatsministeriums für Wirtschaft, Infrastruktur, Verkehr und Technologievom 3. Dezember 2003, Az. 3560 - III/2i - 1751
        (AllMBl. S. 912)
        (StAnz. Nr. 50)
        
          
			Gemäß den Verwaltungsvorschriften (VV) Nr. 15.2 Satz 1 zu Art. 44 der Bayerischen Haushaltsordnung (BayHO) in der Fassung der Bekanntmachung vom 5. Juli 1973 (FMBl S. 257), zuletzt geändert durch die Bekanntmachung vom 1. Juli 2002 (StAnz Nr. 28), erlässt das Bayerische Staatsministerium für Wirtschaft, Infrastruktur, Verkehr und Technologie im Einvernehmen mit dem Bayerischen Staatsministerium der Finanzen und nach Anhörung des Bayerischen Obersten Rechnungshofes die nachstehenden Verwaltungsvorschriften.
			 
			Anlage: Besondere Nebenbestimmungen für Zuwendungen an die gewerbliche Wirtschaft (Besondere Nebenbestimmungen)
			 
			Die folgenden Regelungen gelten für Zuwendungen aus dem Geschäftsbereich des Staatsministeriums für Wirtschaft, Infrastruktur, Verkehr und Technologie an die gewerbliche Wirtschaft aus Mitteln der Gemeinschaftsaufgabe „Verbesserung der regionalen Wirtschaftsstruktur“ sowie der bayerischen Förderungsprogramme, soweit in deren Richtlinien auf die Allgemeinen Verwaltungsvorschriften für die Gewährung von Zuwendungen an die gewerbliche Wirtschaft Bezug genommen wird.
			 
		
    
  

"
BayVwV97275.html,06.08.1985,"
    
				Abgrenzung des Straßenbauer-Handwerks zum Garten- und Landschaftsbaugewerbe
        
        
					WVMBl. 1985 S. 67
        
			711-W
			
			Abgrenzung des Straßenbauer-Handwerks zum 
			Garten- und Landschaftsbaugewerbe
			
			Bekanntmachung des Bayerischen Staatsministeriums 
			für Wirtschaft und Verkehr
			
			vom 6. August 1985 Az.: 4400 - H - 37 361
			
			
			Zur Klärung von Meinungsverschiedenheiten über die Berechtigung zur Ausführung einschlägiger Tätigkeiten haben der Zentralverband des Deutschen Baugewerbes und der Bundesverband Garten-, Landschafts- und Sportplatzbau am 9. Mai 1985 die anliegende Vereinbarung getroffen. Diese Vereinbarung entspricht der geltenden Rechtslage, insbesondere den handwerksrechtlichen Vorschriften.
			
			Es wird gebeten, die in der Vereinbarung festgehaltenen Abgrenzungskriterien bei einschlägigen Auftragsvergaben zu berücksichtigen. Nach Möglichkeit sollen Fachlose gebildet werden, die dieser Abgrenzung Rechnung tragen. Auf Nr. 5b der „Mittelstandsrichtlinien Öffentliches Auftragswesen “, wonach Bauleistungen verschiedener Handwerks- bzw. Gewerbezweige nach Fachgebieten bzw. Gewerbezweigen getrennt zu vergeben sind, wird besonders hingewiesen. Im Übrigen bleibt § 4 VOB/A unberührt.
			
			Die Abgrenzung der Tätigkeitsbereiche des Garten- und Landschaftsbaugewerbes und des Straßenbauer-Handwerks gilt nur für Betriebe, die handwerklich betrieben werden, nicht jedoch für Industriebetriebe. In Zweifelsfällen müssen die Betriebe ihre Zugehörigkeit zum Handwerk oder zur Industrie durch Vorlage der Handwerkskarte bzw. einer entsprechenden Bescheinigung der Industrie- und Handelskammer nachweisen.
			
			Diese Bekanntmachung ergeht im Einvernehmen mit der Obersten Baubehörde im Bayerischen Staatsministerium des Innern und mit dem Bayerischen Staatsministerium der Finanzen.
			
			
			I. A. Jepsen 
			Ministerialdirigent
			
			
			
			
			Anlage
			
			Die Abgrenzungsvereinbarung hat folgenden Wortlaut:
			
			""1.Dem Straßenbauer-Handwerk ausschließlich zuzuordnen sind:a)Straßenbauarbeiten aller Art einschließlich Wege- und Platzarbeiten für Verkehrsflächen, die dem Straßenverkehr zu dienen bestimmt sind. Zum Begriff der Straße gehören dabei insbesondere der Straßenuntergrund, der Straßenunterbau, der Straßenoberbau, die Fahrbahn, die befestigten Seiten- und Trennstreifen (Stand-, Park- und Mehrzweckstreifen), die Parkbuchten und die Bushaltestellenbuchten, die befestigten Parkplatzflächen, die Brücken, Tunnel, Entwässerungsanlagen, die Dämme, Durchlässe und Gräben - sofern es sich nicht um reine Erdarbeiten handelt.
						b)Herstellung von Rad-, Gehwegen und Parkflächen, die vom Straßenquerschnitt (vertikaler Schnitt, rechtwinklig zur Straßenachse) aus betrachtet sich eng an die Straße selbst angliedern.
						c)Herstellung von verkehrsberuhigten Straßen, Zonen sowie Fußgängerzonen (zur Begriffsbestimmung vgl. „Empfehlungen zur Verkehrsberuhigung in Wohngebieten “ der Forschungsgesellschaft für das Straßenverkehrswesen, Ausgabe 19811).
						d)Ausführung von Kabelleitungstiefbauarbeiten.
						e)Herstellung von Schwarzdecken.
				2.Von der ausschließlichen Zuordnung2 nicht erfasst werden:a)Erdbewegungsarbeiten aller Art.
						b)Wege- und Platzarbeiten beiNeubau, Umbau und Renovierung von Freianlagen, auch Fußgängerzonen, 
			soweit diese nicht unter 1 a) bis 1 e) fallen und landschaftsgärtnerisch geprägt sind.
			
			c)Herstellung von Sport- und Spielplätzen. “1 [Amtl. Anm.:]  Beziehbar unter der Anschrift: 5000 Köln 21, Alfred-Schütte-Allee 10 (Tel.: 0221/88 30 33/34).2 [Amtl. Anm.:]  D. h. die unter Ziff. 2 aufgeführten Arbeiten dürfen von beiden Fachrichtungen ausgeführt werden.
"
BayVwV97282.html,01.08.2002,"
    
  
  
  
    
      
      
        
				Öffentliches Auftragswesen; Richtlinien für die Tätigkeit des Auftragsberatungszentrums Bayern e.V.
        
					
					
				
        
					AllMBl. 2002 S. 183
        
					StAnz. 2002 Nr. 12
        
          
			
				73-W
			
			
				Öffentliches Auftragswesen; Richtlinien für die Tätigkeit des Auftragsberatungszentrums Bayern e.V.
			
			
				Bekanntmachung des Bayerischen Staatsministeriums für Wirtschaft, Verkehr und Technologie
			
			
				vom 18. Februar 2002 Az.: 5825 - I/4c - 25 909, geändert durch Bekanntmachung vom 29. Juli 2002 (AllMBl S. 624)
			
			Das Bayerische Staatsministerium für Wirtschaft, Verkehr und Technologie erlässt für die Tätigkeit des Auftragsberatungszentrums Bayern e.V. folgende Richtlinien:
		
    
  

"
BayVwV97338.html,01.08.2001,"
    
  
  
  
    
      
      
        
				Richtlinien zum Schulbetrieb an den staatlichen Technikerschulen für Agrarwirtschaft sowie für Waldwirtschaft
        
					
					
				
        
					AllMBl. 2001 S. 277
        
          
			
				7803.1-L
			
			 
			
				Richtlinien zum Schulbetrieb an den staatlichen Technikerschulen 
			
			
				für Agrarwirtschaft sowie für Waldwirtschaft
			
			 
			
				Bekanntmachung des Bayerischen Staatsministeriums 
			
			
				für Landwirtschaft und Forsten
			
			 
			
				vom 27. Juni 2001 Az.: A 4-7154-254
			
			 
			 
			Auf Grund von Art. 45 Abs. 2 Satz 1 des Bayerischen Gesetzes über das Erziehungs- und Unterrichtswesen (BayEUG) in der Fassung der Bekanntmachung vom 31. Mai 2000 (GVBl S. 414, ber. S. 632, BayRS 2230-1-1-K) erlässt das Bayerische Staatsministerium für Landwirtschaft und Forsten folgende Richtlinien:
			 
			
				Hinweis: Die Richtlinien gliedern sich analog zur Schulordnung. Bei der Nummerierung, umfassend die Nrn. 3.1.1 bis 47.1.1, bezieht sich die erste Ziffer auf den Paragrafen der Schulordnung, die zweite Ziffer auf dessen Absatz, die dritte Ziffer auf den jeweiligen Satz.
			
			 
			 
		
    
  

"
BayVwV97405.html,10.12.1993,"
    
     7900-LDienstordnung für die Bayerische Landesanstalt für Wald und Forstwirtschaft (DOLWF) Bekanntmachung des Bayerischen Staatsministeriums für Landwirtschaft und Forstenvom 10. Dezember 1993, Az. V 6-OD 400-17(AllMBl. 1994 S. 310)
    
    
    
    
    
    
  
"
BayVwV97484.html,30.06.1982,"
    827-GDienstordnung der Orts- und Innungskrankenkassen Bekanntmachung des Bayerischen Staatsministeriums für Arbeit und Sozialordnung*vom 30. Juni 1982, Az. III 2/4200-21/2/82(AMBl. S. 137, ber. S. 175)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Arbeit und Sozialordnung über die Dienstordnung der Orts- und Innungskrankenkassen vom 30. Juni 1982, Az. III 2/4200-21/2/82 (AMBl. S. 137, ber. S. 175)
    Das Bayerische Staatsministerium für Arbeit und Sozialordnung hat das Muster einer Dienstordnung für die Angestellten der Orts- und Innungskrankenkassen einschließlich der Fortbildungsordnung der Orts-, Betriebs- und Innungskrankenkassen neu gefasst, das nachstehend veröffentlicht wird.
      Gleichzeitig tritt die Bekanntmachung vom 24. November 1977 (AMBl S. A 297) außer Kraft.
      I.A. Ströer, Ministerialdirektor
    
    
    
  * [Amtl. Anm.:]  Nunmehr: Bayerisches Staatsministerium für Arbeit und Sozialordnung, Familie und Frauen
"
BayVwV97547.html,21.08.2000,"
    
				Merkblatt zum Amphibienschutz an Straßen (MAmS) - Ausgabe 2000 -
        
        
					AllMBl. 2000 S. 543
        
					StAnz. 2000 Nr. 31
        
			912-B
			
			Merkblatt zum Amphibienschutz an Straßen (MAmS)
			- Ausgabe 2000 –
			
			Bekanntmachung der Obersten Baubehörde 
			im Bayerischen Staatsministerium des Innern
			
			vom 26. Juli 2000 Az.: IIZ7-4021.3-002/00
			
			
			
				
					An
								die Regierungen
								die Autobahndirektionen
								die Straßenbauämter
								das Straßen- und Wasserbauamt*)*)nachrichtlich:
								die Oberfinanzdirektionen
										**)**)
								die Staatlichen Hochbauämter
								die Landkreise
								die Städte
								die Gemeinden
				
			
			
			
			Das „Merkblatt zum Amphibienschutz an Straßen “ (MAmS) - Ausgabe 2000 - ist vom Bund/Länder-Arbeitskreis „Amphibienschutz “ des Bund/Länder-Ausschusses „Landschaftspflege und Naturschutz im Straßenwesen “ unter Mitarbeit der Naturschutzbehörden einiger Länder aufgestellt worden.
			
			Das MAmS - Ausgabe 2000 - enthält Hilfen für Planung und Entwurf von Einrichtungen zum Schutz von Amphibien sowie Hinweise zum Schutz und zur Gestaltung von Land- und Wasserlebensräumen. Die aufgezeigten Maßnahmen beruhen auf langjährigen Forschungsergebnissen und sind geeignet, Amphibienpopulationen im Bereich von Straßen wirkungsvoll zu schützen. Neu aufgenommen wurden Sperr- und Leiteinrichtungen aus Metall. Ferner werden oberflächennahe Durchlässe beschrieben, mit denen auch bei schwierigen Untergrundverhältnissen oder bei nachträglichem Einbau ein ausreichender Amphibienschutz möglich wird.
			
			Das MAmS - Ausgabe 2000 - wird hiermit für die Bundesfernstraßen, die Staatsstraßen und die von den Straßenbauämtern betreuten Kreisstraßen zur Anwendung empfohlen. Es ersetzt das bisher geltende MAmS - Ausgabe 1987 -, eingeführt mit Bekanntmachung vom 16. April 1987 (MABl S. 276). Diese Bekanntmachung wird hiermit aufgehoben.
			
			Das MAmS - Ausgabe 2000 - wird auch anderen Straßenbaulastträgern als Arbeitshilfe empfohlen.
			
			Das Merkblatt soll nicht schematisch angewandt werden, vielmehr sind die zu treffenden Maßnahmen im Einzelfall unter Berücksichtigung der örtlichen Gegebenheiten und sonstiger Belange im Benehmen mit den Naturschutzbehörden festzulegen. Die Wirksamkeit von Amphibienschutzanlagen hängt neben einer sorgfältigen Planung auch entscheidend von einer sorgfältigen Baudurchführung sowie von der kontinuierlichen Kontrolle und Unterhaltung der Schutzeinrichtungen ab.
			
			Die Autobahndirektionen und Straßenbauämter werden gebeten, über ihre Erfahrungen bei der Anwendung des MAmS - Ausgabe 2000 - bis zum 1. Dezember 2002 zu berichten.
			
			Das MAmS - Ausgabe 2000 - ist beim FGSV Verlag, Konrad-Adenauer-Str. 13, 50996 Köln, Fax 0221/39 37 47***)***), zu beziehen.
			
			
			I.A.
			
			
			Schneider 
			Ministerialdirektor
			
			
			
				
					EAPl 610GAPl 4021
								AllMBl 2000 S. 543
				
			
			
		
    
  
*) [Amtl. Anm.:]  nunmehr: ist zum 01.01.2006 aufgehoben worden**) [Amtl. Anm.:] 
												 nunmehr: Landesbaudirektion an der Autobahndirektion Nordbayern***) [Amtl. Anm.:]  nunmehr: FGSV Verlag - GmbH, Wesselinger Straße 17, 50999 Köln, Fax 02236/38 46 40
"
BayVwV97653.html,28.09.1967,"
    
  
  
  
    
      
      
        
				Abwerfen oder Ablassen von Gegenständen oder von sonstigen Stoffen aus oder von Luftfahrzeugen (§ 7 Luftverkehrs-Ordnung)
        
					
					
				
        
					WVMBl. 1967 S. 191
        
          
			
				963-B
			
			
				Abwerfen oder Ablassen von Gegenständen oder von sonstigen Stoffen aus oder von Luftfahrzeugen (§ 7 Luftverkehrs-Ordnung)
			
			
				Entschließung des Bayerischen Staatsministeriums für Wirtschaft und Verkehr
			
			
				vom 28. September 1967 Az.: 0872 – IV/4c – 46 360
			
			 
			An die
			Regierungen
			 
			I. 
			Nach § 7 Abs. 1 der Luftverkehrs-Ordnung (LuftVO) vom 10. August 1963 (BGBl I S. 652), geändert durch die Verordnung vom 4. Januar 1967 (BGBl I S. 105), ist das Abwerfen oder Ablassen von Gegenständen oder von sonstigen Stoffen aus oder von Luftfahrzeugen verboten. Dies gilt nicht für Ballast in Form von Wasser oder feinem Sand, für Treibstoffe, Schleppseile, Schleppbanner und ähnliche Gegenstände, wenn sie an Stellen abgeworfen oder abgelassen werden, an denen eine Gefahr für Personen oder Sachen nicht besteht. Nach § 7 Abs. 2 LuftVO kann die örtlich zuständige Luftfahrtbehörde im Einzelfall Ausnahmen von dem Verbot nach § 7 Abs. 1 Satz 1 LuftVO zulassen, wenn eine Gefahr für Personen oder Sachen nicht besteht. 
			 
			II. 
			Für den Vollzug dieser Vorschrift ist Folgendes zu beachten:
			1.Mit Ausnahme der in § 7 Abs. 1 Satz 2 LuftVO im Einzelnen bezeichneten Gegenstände und sonstigen Stoffe ist das Abwerfen oder Ablassen jeglicher Gegenstände oder Stoffe aus oder von Luftfahrzeugen verboten. Soweit das Abwerfen und Ablassen nach § 7 Abs. 1 Satz 2 LuftVO dem Verbot nicht unterliegt, ist es nur an Stellen erlaubt, an denen eine Gefahr für Personen oder Sachen nicht besteht.
				2.Das Ablassen von Ballast ist mit dem Betrieb von Luftschiffen und Freiballonen wesentlich verbunden und muss daher nach § 1 Luftverkehrsgesetz von jedermann geduldet werden. Das Gleiche gilt, wenn aus Luftfahrzeugen zur Abwendung einer gegenwärtigen Gefahr Treibstoff abgelassen werden muss. Da Treibstoffe, die die Erdoberfläche erreichen und in diese eindringen, z.B. die Trinkwasserversorgung beeinträchtigen und sonstige Schäden hervorrufen können, muss der Luftfahrzeugführer, der das Ablassen von Treibstoffen beabsichtigt, bei diesem Vorgang eine Höhe und Geschwindigkeit einhalten und nach Möglichkeit Gebiete aufsuchen, die eine solche Gefährdung nicht befürchten lassen.
			Schleppseile, Schleppbanner und ähnliche Gegenstände sind an den dafür vorgesehenen, entsprechend gekennzeichneten und gesicherten Stellen abzuwerfen.
			3.Ausnahmen von dem Verbot nach § 7 Abs. 1 Satz 1 LuftVO sind im Gebiet des Freistaates Bayern nur in besonders begründeten Einzelfällen zuzulassen. Eine solche Ausnahme ist nur gerechtfertigta)bei Arbeitsvorgaben, die im wirtschaftlichen oder in einem anderen Lebensbereich über das Interesse einzelner hinaus von Bedeutung sind, z.B. zur Düngung oder Schädlingsbekämpfung;
						b)in Notstandsfällen, z.B. bei Hochwasser und Waldbränden, zur Bergrettung und Wildfütterung;
						c)zu technischen oder Übungszwecken über einem Flugplatz, z.B. Abwerfen oder Absetzen von Lasten aus oder von Luftfahrzeugen zur Entwicklung und Erprobung von Luftfahrtgerät oder Abwerfen eines Gipsbeutels, um den Abwurf von Gegenständen aus einem Luftfahrzeug in ein bestimmtes Ziel für den Gebrauch im Ernstfall (vgl. vorst. Buchst. b) zu üben.
					
			In allen anderen Fällen, in denen die vorbezeichneten Voraussetzungen nicht erfüllt sind (z.B. Abwerfen von Flugblättern, Blumen, Fahnen, Fußbällen und insbesondere Abwerfen von Gegenständen zu Reklamezwecken), ist eine Ausnahme nicht zu gestatten. Solche Vorhaben verbieten sich schon deswegen, weil sie in der Regel über geschlossenen Ortschaften, über oder in der Nähe von Menschenansammlungen durchgeführt werden sollen.
			 
			III. 
			Wegen der Auflagen und Hinweise, die in die Ausnahmeerlaubnis nach § 7 Abs. 2 LuftVO aufzunehmen sind, wird auf Abschn. I Ziff. 6 bis 8 und Abschn. II der Richtlinien für Allgemeinerlaubnisse für den Einsatz von Hubschraubern (NfL B 127/65) Bezug genommen. Außerdem wird darauf hingewiesen, dass die Erlaubnis nach § 7 Abs. 2 LuftVO nach anderen luftverkehrrechtlichen Vorschriften oder sonstigen Vorschriften erforderliche öffentlich-rechtliche oder privatrechtliche Erlaubnisse, Genehmigungen oder Zulassungen nicht ersetzt.
			 
			I. A. Kuchtner
			Ministerialdirektor
		
    
  

"
BayWKrSaalachBek.html,20.07.1959,"
    Abkommen zwischen der Regierung des Freistaates Bayern und der Bundesregierung der Republik Österreich über die Regelung der Wasserkraftnutzung der SaalachVom 20. Juli 1959[1]
    Vollzitat nach RedR: Abkommen zwischen der Regierung des Freistaates Bayern und der Bundesregierung der Republik Österreich über die Regelung der Wasserkraftnutzung der Saalach in der in der Bayerischen Rechtssammlung (BayRS 01-10-2-W) veröffentlichten bereinigten Fassung
    1Die durch den Verlauf der Staatsgrenze und den Ausbau einzelner Stufen sowie durch andere Umstände bedingten Verhältnisse am Saalachunterlauf lassen die Anwendung des Vertrages vom 16. Oktober 1950 über die Österreichisch-Bayerische Kraftwerke AG auf die genannte Flußstrecke nicht zweckmäßig erscheinen.
      2Die Bayerische Staatsregierung und die Bundesregierung der Republik Österreich sind daher zur Regelung der Wasserkraftnutzung der Saalach wie folgt übereingekommen:
    
    
    
    
    
    
    
    
  [1] Der Staatsvertrag wurde ratifiziert in:Bayern: Bek. v. 14.8.1959 (BayRS II S. 26).
"
